parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock,target
12222988,,,,2,3,,4,2,,,1286,1286,,,,,6037,,2,,,,2,33948899,-118300371,4902,,,,,,100,261,LCR2*,60376002.01,118914,3101,,96028,0,,,,1,,,1926,,,64000,316000,2016,252000,4159,,,60376002011014,0.02339523617
14432471,,,,3,4,,,3,,,2108,2108,,,,,6059,,3,2,483,,,33484639,-117700000,7540,,,,,,122,261,,60590423.38,17686,1286,,96961,7,,,,,,,1981,1,,190801,680217,2016,489416,7876.14,,,60590423381006,-0.01257294955
17197956,,,,3,4,,,3,,1502,2639,2639,,,1502,,6111,2,3,2,552,,,34267799,-118902092,8798,,,,,,1111,261,,61110076.07,25974,2061,,97097,8,,,,,,,1995,2,,246000,706000,2016,460000,11298.22,,,61110076072042,-0.04625011303
14021431,,,,3,5,,,3,,,2482,2482,,,,,6059,,3,2,495,,,33670682,-117933496,7500,,,,,,122,261,,60590638.07,38032,1286,,96958,9,,,,,,,1965,2,,151156,417259,2016,266103,4958.2,,,60590638071009,0.1174511342
11605239,,,,1,2,,4,1,,,1132,1132,,,,,6037,,1,,,,7,34031563,-118379563,4838,1,,,,1,101,261,LARD1.5,60372702,12447,3101,117183,96015,0,,,,1,,,1922,,,53226,266148,2016,212922,3250.93,,,60372702003014,0.07174041201
11694091,,,,1,3,,5,1,,,1134,1134,,,,,6037,,1,,,,,33994795,-118296180,5371,,,,,,100,261,LAR2,60372326,12447,3101,118208,96018,0,,,,1,,,1910,,,9090,29774,2016,20684,438.35,Y,15,60372326002000,-0.1530485031
11309326,1,,,2,3,,8,2,,,1377,1377,,,,,6037,,2,,,,2,34705956,-118064671,7658,,,,,,100,261,LRR36.6UDP,60379003,5534,3101,,97318,0,,,,1,,,1995,,,45375,60889,2016,15514,1661.95,,,60379003001114,0.006310925909
14137569,,,,3.5,3,,,3.5,,,1717,1717,,,,,6059,,3,1,392,,,33886082,-117922968,1494,,,,,,1,261,,60590016.02,24812,1286,,97043,0,,1,,,,,2007,,,245180,559000,2016,313820,5988.22,,,60590016015002,0.04071428611
14608202,,,,2.5,3,,,2.5,,,1407,1407,,,,,6059,,2,1,0,,,33685837,-117675605,,,,,,,34,266,,60590524.26,32380,1286,,96946,0,,1,,,,,1996,,,215128,481228,2016,266100,5355.12,,,60590524262105,0.01009443642
12138743,1,,,1,1,,8,1,,,896,896,,,,,6037,,1,,,,2,34128600,-118051000,77711,1,,,,1,010C,266,ARR3*,60374307.24,50749,3101,,96268,0,,,,1,,,1971,,,97662,122069,2016,24407,1716.63,,,60374307242000,0.09022017612
14060567,13,,,2.5,4,,,2.5,,,1824,1824,,,,,6059,,2,2,420,,,33699160,-117947237,1897,,,,,,122,261,,60590992.3,8384,1286,,97008,8,,1,,,,,1971,2,,123722,539000,2016,415278,6059.6,,,60590992302030,0.009551758671
14310681,,,,2,3,,,2,,,1663,1663,,,,,6059,,2,2,470,,,33662406,-117808622,4505,,,,,,122,261,,60590626.12,52650,1286,275824,96947,7,,,,,,,1974,1,,145025,417154,2016,272129,4237.42,,,60590626124002,-0.05474473352
12562770,,,,2,3,,6,2,,,1659,1659,,,,,6037,,2,,,,7,33883954,-118197953,8581,,,,,,100,261,LCA1*,60375422,24174,3101,,96091,0,,,,1,,,1940,,,75014,211144,2016,136130,3003.14,,,60375422001024,0.054990308
10764549,1,,,3,2,,8,3,,,1359,1359,,,,,6037,,3,,,,2,34202600,-118553000,28943,1,,,,1,010C,266,LAR1,60371317.02,12447,3101,40548,96364,0,,,,1,,,1981,,,135930,175263,2016,39333,2124.9,,,60371317022006,0.07991050092
14496116,1,,,2.5,3,,,2.5,,,1890,1890,,,,,6059,1,2,2,634,,6,33656815,-117580095,4500,,,,,,122,261,,60590320.5,15554,1286,,96993,6,,1,,,,,1986,,,186158,453618,2016,267460,6060.04,,,60590320502000,0.02727863035
13840609,,,,1,2,,,1,,,971,971,,,,,6059,,1,2,462,,,33742402,-117882042,6800,,,,,,122,261,,60590749.01,47568,1286,268403,97003,5,,,,,,,1950,1,,50093,244038,2016,193945,3068.74,,,60590749011007,0.09767686429
14217367,13,,,2,2,,,2,,,1536,1536,,,,,6059,,2,2,469,,,33836575,-117760352,3201,,,,,,122,261,,60590219.2,16764,1286,113455,97026,6,,,,,,,1973,1,,130896,583768,2016,452872,6377.36,,,60590219202006,0.02095815178
12559366,,,,1,1,,8,1,,,592,592,,,,,6037,,1,,,,2,33773900,-118197000,20545,,,,,,010C,266,LBPD10,60375759.02,46298,3101,273486,96236,0,,,,1,,,1972,,,94958,165580,2016,70622,2000.96,,,60375759023010,-0.01812548147
10905672,,,,1,2,,5,1,,,881,881,,,,,6037,,1,,,,7,34154885,-118418639,5403,,,,,,100,261,LAR1,60371434,12447,3101,27080,96424,0,,,,1,,,1934,,,137569,211932,2016,74363,2554.98,,,60371434004007,0.1357388681
11602294,,,,2,2,,6,2,,,1584,1584,,,,,6037,,2,,,,2,34049812,-118391156,5630,,,,,,100,261,LAR1,60372691,12447,3101,275024,96016,0,,,,1,,,1946,,,152287,1218299,2016,1066012,14743.51,,,60372691001010,-0.00391130781
10728854,,,,2,3,,6,2,,,1150,1150,,,,,6037,,2,,,,2,34185855,-118638896,6847,,,,,,100,261,LARS,60371352.02,12447,3101,48570,96389,0,,,,1,,,1959,,,98000,488000,2016,390000,6017.62,,,60371352023011,0.231785604
11266660,,,,2,4,,4,2,,,1178,1178,,,,,6037,,2,,,,2,34663842,-118192106,6418,,,,,,100,261,LRR17000*,60379010.1,5534,3101,,97319,0,,,,1,,,1972,,,74022,92553,2016,18531,1785.42,,,60379010103005,-0.01407417634
11003931,,,,2,3,,6,2,,,1188,1188,,,,,6037,,2,,,,2,34253159,-118273234,4181,,,,,,100,261,LAR1,60371013,12447,3101,27484,96284,0,,,,1,,,1962,,,87818,191529,2016,103711,2314.43,,,60371013001010,0.06185942676
11654891,1,,,5,5,,9,5,,,4043,4043,,,,,6037,,5,,,,2,34124962,-118429027,15661,1,,,,1,101,261,LARE20,60372611.02,12447,3101,113749,96086,0,,,,1,,,1973,,,612500,2525000,2016,1912500,33076.07,,,60372611022001,0.2281604329
14620203,,,,2,2,,,2,,,1009,1009,,,,,6059,,2,,,,24,33620000,-117715000,,,,,,,34,266,,60590626.23,46098,1286,,96963,4,,,,,,,1969,1,,81563,183883,2016,102320,1909.46,,,60590626225007,-0.04211125893
12250117,,,,2,3,,6,2,,,1493,1493,,,,,6037,,2,,,,2,33889801,-118292366,5065,,,,,,100,261,GAR1,60376031.01,45398,3101,,96104,0,,,,1,,,1955,,,71634,232578,2016,160944,2984.31,,,60376031013010,0.1944108696
17264660,,,,2,3,,,2,,1559,1559,1559,,,1559,,6111,1,2,2,420,,,34173539,-118921556,8008,,,,,,1111,261,,61110059.1,34278,2061,46736,96351,6,,,,,432,,1975,1,,224142,448284,2016,224142,4739.1,,,61110059101013,-0.02972168668
11835945,,,,2,2,,6,2,,,1378,1378,,,,,6037,,2,,,,7,34030108,-118140708,5798,,,,,,100,261,MNR1YY,60375302.02,25953,3101,,96192,0,,,,1,,,1939,,,53809,80625,2016,26816,1592.99,,,60375302021018,-0.2520586415
13079827,1,,,3,3,,8,3,,,1937,1937,,,,,6037,,3,,,,2,34022672,-117837698,18375,,,,,,100,261,WARPD12300,60374034.03,,3101,,96522,0,,,,1,,,1986,,,368025,523428,2016,155403,6525.81,,,60374034032005,0.05867908974
12145002,1,,,2,3,,8,2,,,1744,1744,,,,,6037,,2,,,,2,34111072,-118042578,15856,,,,,,100,261,ARR112500*,60374316,50749,3101,,96268,0,,,,1,,,1951,,,372791,1863960,2016,1491169,26515.29,,,60374316003002,0.04890140017
10791063,1,,,3,3,,8,3,,,1635,1635,,,,,6037,,3,,,,2,34183400,-118599000,112551,1,,,,1,010C,266,LAWC,60371351.14,12447,3101,48570,96389,0,,,,1,,,1979,,,199099,382803,2016,183704,4707.94,,,60371351142005,-0.02737952945
12570683,,,,2,3,,6,2,,,1111,1111,,,,,6037,,2,,,,2,33812400,-118262000,1904165,,,,,,010C,266,CARM25U&D*,60375439.05,10723,3101,,96229,0,,,,1,,,1963,,,37135,111407,2016,74272,1909.77,,,60375439052000,-0.1580763565
11604502,,,,2,3,,6,2,,,1562,1562,,,,,6037,,2,,,,7,34033603,-118393685,7624,,,,,,100,261,LAR1,60372698,12447,3101,403183,96015,0,,,,1,,,1941,,,35801,81339,2016,45538,1185.27,,,60372698002000,0.01667810175
17216562,,,,4,5,,,4,,2076,4225,4225,,,2076,,6111,2,4,2,651,,,34209986,-118905411,20005,1,467,,,1,1111,261,,61110062,34278,2061,,96383,9,,,,,598,,1989,2,,563651,900019,2016,336368,9523.62,,,61110062001000,0.0772783548
12622528,,,,1,2,,5,1,,,1176,1176,,,,,6037,,1,,,,7,33794026,-118303154,9402,,,,,,100,261,LAR2,60372933.04,12447,3101,38888,96210,0,,,,1,,,1913,,,44224,203852,2016,159628,2833.16,,,60372933041009,-0.01349488168
14158543,,,,3,5,,,3,,,2105,2105,,,,,6059,1,3,2,462,,,33917354,-117876865,5974,,,,,,122,261,,60590218.14,17150,1286,,97035,8,,,,,,,1971,2,,123070,584420,2016,461350,6699.24,,,60590218144019,0.002705827884
17272199,,,,3,4,,,3,,1264,2465,2465,,,1264,,6111,1,3,2,567,,,34200133,-118918645,7645,,,,,,1111,261,,61110061,34278,2061,46736,96351,9,,,,,,,1999,2,,311595,519322,2016,207727,5667.2,,,61110061001024,0.2211466246
14626682,,,,2.5,3,,,2.5,,,1376,1376,,,,,6059,,2,1,0,,,33560486,-117632910,,,,,,,1,266,,60590320.57,52835,1286,764104,96998,0,,1,,,,,2000,,,150617,452500,2016,301883,6444.2,,,60590320571024,-0.004848870936
14670043,,,,2,2,,,2,,,859,859,,,,,6059,,2,1,0,,,33872196,-117832102,,,,,,,34,266,,60590218.21,26531,1286,,97068,0,,,,,,,1998,,,109036,365000,2016,255964,4369.38,,,60590218211008,0.02954109154
17187605,,,,3,4,,,3,,1416,2462,2462,,,1416,,6111,2,3,3,733,,,34208940,-119010602,8100,1,557,,,1,1111,261,,61110056,51239,2061,,97091,10,,,,,648,,1980,2,,266760,423754,2016,156994,4611.06,,,61110056003056,-0.02624738412
14656649,,,,2.5,2,,,2.5,,,1547,1547,,,,,6059,,2,2,0,,,33440076,-117595416,,,,,,,34,266,,60590421.09,13693,1286,,96982,0,,1,,,,,1989,,,200263,593623,2016,393360,5952.5,,,60590421093002,-0.004360043496
10905616,1,,,2,2,,7,2,,,1060,1060,,,,,6037,,2,,,,2,34156100,-118422000,19024,1,,,,1,010E,266,LAR3,60371434,12447,3101,27080,96424,0,,,,1,,,1988,,,198945,399444,2016,200499,4896.68,,,60371434004001,0.05131747172
11043060,1,,,2,3,,8,2,,,2245,2245,,,,,6037,,2,,,,2,34233935,-118459333,9939,,,,,,100,261,LARS,60371175.1,12447,3101,13017,96369,0,,,,1,,,1956,,,149649,233557,2016,83908,2908.61,,,60371175101001,0.03026332606
13922993,,,,2,3,,,2,,,1458,1458,,,,,6059,,2,2,485,,,33846056,-117884017,7854,1,,,,1,122,261,,60590864.02,16764,1286,274765,97025,6,,,,,,,1956,1,,116839,407931,2016,291092,4832.8,,,60590864023008,0.001150595231
17069039,,,,2.5,4,,,2.5,66,1792,1792,1792,,,1792,,6111,2,2,2,480,,,34401413,-119300722,6250,,,,,,1110,261,,61110011.01,40110,2061,,97098,6,,1,,,,,1950,1,,178822,376182,2016,197360,4676.9,,,61110011011050,0.02636893872
12330325,,,,2,3,,6,2,,,1560,1560,,,,,6037,,2,,,,7,33951275,-118144286,7782,,,,,,100,261,DOR171/2,60375508,4406,3101,,96101,0,,,,1,,,1950,,,40982,79477,2016,38495,1171.97,Y,14,60375508004001,-0.04318540647
14684068,,,,2,2,,,2,,,1206,1206,,,,,6059,,2,1,0,,,33640132,-117588249,,,,,,,34,266,,60590320.54,15554,1286,,96993,0,,,,,,,1999,,,137438,375540,2016,238102,4798.72,,,60590320542001,0.03705709082
12109853,1,,,2,2,,8,2,,,1154,1154,,,,,6037,,2,,,,2,34136300,-118140000,75664,,,,,,010C,266,PSR1,60374636.01,47019,3101,275405,96294,0,,,,1,,,1980,,,138000,511000,2016,373000,5946.61,,,60374636012001,0.05549908193
12324857,,,,2,2,,6,2,,,936,936,,,,,6037,,2,,,,7,33901100,-118171000,80375,,,,,,010C,266,PARM*,60375536.01,6395,3101,,96220,0,,,,1,,,1979,,,70873,125389,2016,54516,1766.89,,,60375536011002,0.1208636522
12140987,,,,1,2,,4,1,,,1472,1472,,,,,6037,,1,,,,7,34130781,-118014418,8698,1,,,,1,101,261,MORL*,60374309.02,32923,3101,,96273,0,,,,1,,,1920,,,42224,72434,2016,30210,1361.15,,,60374309021020,0.5481991476
12658968,,,,1,2,,5,1,,,1064,1064,,,,,6037,,1,,,,2,33341224,-118325489,1267,,,,,,100,261,AVR3*,60375990,3491,3101,,96207,0,,,,1,,,1935,,,108559,210592,2016,102033,3999.51,,,60375990003006,0.04557101677
14641900,,,,2,2,,,2,,,992,992,,,,,6059,,2,1,0,,,33678761,-117634854,2133,,,,,,34,266,,60590524.29,32380,1286,,96989,0,,,,,,,1990,,,96300,129321,2016,33021,1138.12,,,60590524285000,-0.008811092827
14641928,,,,2.5,3,,,2.5,,,1228,1228,,,,,6059,,2,1,0,,,33678599,-117635382,2133,,,,,,34,266,,60590524.29,32380,1286,,96989,0,,1,,,,,1990,,,149798,226450,2016,76652,2151.14,,,60590524285000,0.01997713779
14193292,13,,,2.5,3,,,2.5,,,1410,1410,,,,,6059,,2,2,400,,,33890714,-117791168,1700,,,,,,122,261,,60590218.22,21412,1286,,97078,5,,1,,,,,1973,2,,113250,452000,2016,338750,5321.08,,,60590218223008,0.01794385343
12791761,,,,2,4,,6,2,,,1822,1822,,,,,6037,,2,,,,2,33938408,-118015338,4971,1,,,,1,101,261,LCR105,60375033.02,118225,3101,,96172,0,,,,1,,,1964,,,209679,396864,2016,187185,4773.58,,,60375033022000,0.03343083592
14689584,,,,4.5,4,,,4.5,,,3849,3849,,,,,6059,,4,2,0,TRUE,,33604654,-117832042,,,,1,,,34,266,,60590626.43,40009,1286,,96975,0,,1,,,,,1998,,,670338,2737000,2016,2066662,32030.18,,,60590626433000,0.01703991434
11900799,1,,,3,3,,8,3,,,1420,1420,,,,,6037,,3,,,,2,34086800,-118121000,19466,,,,,,010C,266,ALRPD*,60374816.03,50677,3101,,96531,0,,,,1,,,1983,,,227467,421282,2016,193815,5070.33,,,60374816031002,-0.02092085329
10982015,1,,,2,2,,6,2,,,996,996,,,,,6037,,2,,,,2,34275600,-118379000,55328,1,,,,1,010C,266,LARD2,60371041.24,12447,3101,268249,96368,0,,,,1,,,1986,,,138277,218278,2016,80001,2735.97,,,60371041241010,0.003867823287
10721741,,,,1,3,,4,1,,,1875,1875,,,,,6037,,1,,,,2,34197152,-118618588,8579,,,,,,100,261,LARS,60371351.02,12447,3101,268588,96342,0,,,,1,,,1954,,,79817,103823,2016,24006,1399.99,,,60371351021000,-0.1281599227
13928228,,,,1.5,3,,,1.5,,,1216,1216,,,,,6059,,1,,,,,33786900,-118076000,975,,,,,,122,261,,60591100.08,46314,1286,,96218,6,,1,,,,,1965,2,,62018,396609,2016,334591,4844.9,,,60591100081003,-0.009196669955
14642270,,,,4,4,,,4,,,2624,2624,,,,,6059,,4,2,0,,,33695914,-117745396,,,,,,,1,266,,60590524.18,52650,1286,403197,96954,0,,,,,,,2006,,,316501,920000,2016,603499,12824.08,,,60590524182013,-0.004151823177
14622212,,,,2,2,,,2,,,1199,1199,,,,,6059,,2,,,,24,33617300,-117722000,,,,,,,34,266,,60590626.23,46098,1286,,96963,5,,,,,,,1970,1,,126174,192897,2016,66723,1930.22,,,60590626225003,-0.2898584855
12597043,,,,2,3,,6,2,,,1408,1408,,,,,6037,,2,,,,7,33838643,-118335926,5350,,,,,,100,261,TORR-LO,60376504.01,54722,3101,416338,96161,0,,,,1,,,1951,,,131000,650000,2016,519000,7512.98,,,60376504011027,-0.04741308698
11941776,,,,2,3,,6,2,,,1440,1440,,,,,6037,,2,,,,2,34089724,-118265875,3416,,,,,,100,261,LAR2,60371955,12447,3101,268473,96007,0,,,,1,,,1959,,,155271,776366,2016,621095,9288.58,,,60371955001000,0.0283562048
14468161,,,,3,3,,,3,,,2552,2552,,,,,6059,,3,2,587,,,33586328,-117593037,5750,,,,,,122,261,,60590320.45,17597,1286,,96989,0,,,,,,,1995,,,311683,408476,2016,96793,4384.92,,,60590320452010,0.01439525619
10721417,1,,,2,4,,8,2,,,1742,1742,,,,,6037,,2,,,,2,34195073,-118614090,8160,1,,,,1,101,261,LARS,60371351.02,12447,3101,30731,96342,0,,,,1,,,1964,,,118000,595000,2016,477000,7336.67,,,60371351021001,0.2197197114
11170816,1,,,1,1,,6,1,,,693,693,,,,,6037,,1,,,,2,34410700,-118561000,842267,,,,,,010C,266,SCUR3,60379203.3,54311,3101,48200,96378,0,,,,1,,,1989,,,133997,224709,2016,90712,3704.66,,,60379203301005,0.00696852051
12186717,,,,2,3,,6,2,,,1253,1253,,,,,6037,,2,,,,7,33979830,-118241766,6294,,,,,,100,261,LCR4*,60375330.02,396053,3101,,95982,0,,,,1,,,1908,,,113215,163995,2016,50780,2542.36,,,60375330021000,-0.01940256158
14291688,,,,2,3,,,2,,,1593,1593,,,,,6059,,2,2,440,,,33656367,-117872685,8100,,,,,,122,261,,60590631.01,53571,1286,,96978,5,,,,,,,1952,1,,113685,290500,2016,176815,3627.78,,,60590631012003,-0.03304758322
12474824,,,,2,3,,4,2,,,1732,1732,,,,,6037,,2,,,,7,33855246,-118146453,5200,,,,,,100,261,LKR1*,60375707.02,12292,3101,,96212,0,,,,1,,,1952,,,110976,273498,2016,162522,3537.38,,,60375707015015,0.2924568633
12745061,,,,2,3,,6,2,,,1303,1303,,,,,6037,,2,,,,7,33903731,-118100691,5161,1,,,,1,101,261,NOR1*,60375519,53636,3101,,96193,0,,,,1,,,1950,,,89000,443000,2016,354000,5596.8,,,60375519004003,-0.1142167095
11350210,1,,,3,4,,7,3,,,3152,3152,,,,,6037,,3,,,,2,34469223,-118640472,6615,,,,,,100,261,,60379201.19,10734,3101,,96398,0,,,,1,,,2002,,,286771,461850,2016,175079,7609.48,,,60379201191000,-0.03853519059
12207702,,,,2,3,,6,2,,,1515,1515,,,,,6037,,2,,,,7,33962050,-118310665,8146,,,,,,100,261,LAR1,60372381,12447,3101,118208,96028,0,,,,1,,,1929,,,147857,369534,2016,221677,4633.21,,,60372381003005,-0.06807435212
12086425,,,,1,2,,6,1,,,1541,1541,,,,,6037,,1,,,,7,34138092,-118218451,6299,,,,,,100,261,LAR1,60371813,12447,3101,114808,96022,0,,,,1,,,1939,,,66685,89233,2016,22548,1128.52,,,60371813001001,0.02559746194
17051023,,,,3,4,,,3,,1908,1908,1908,,,1908,,6111,1,3,,,,,34373735,-119475265,8767,,,,,,1110,261,,61110012.06,34543,2061,,97092,6,,,,,,,1959,1,,109725,245552,2016,135827,7705.32,,,61110012061180,-1.897474581
11471947,,,,1,2,,6,1,,,888,888,,,,,6037,,1,,,,2,33930300,-118427000,87454,,,,,,010E,266,ESR3,60376201.01,55753,3101,,96103,0,,,,1,,,1966,,,161234,306865,2016,145631,3476.79,,,60376201013003,-0.008838177349
13970187,,,,3,4,,,3,,,2031,2031,,,,,6059,,3,2,469,,,33733195,-117936146,6435,,,,,,122,261,,60590992.02,47568,1286,268441,97004,5,,,,,,,1959,1,,148204,301152,2016,152948,3572.76,,,60590992022018,0.0843990474
14641270,,,,1,1,,,1,,,696,696,,,,,6059,,1,,,,,33736000,-117811000,,,,,,,34,266,,60590755.07,27491,1286,,97016,0,,,,,,,1968,,,43181,188558,2016,145377,2473.96,,,60590755071002,-0.1779131205
12929956,,,,2,3,,4,2,,,1480,1480,,,,,6037,,2,,,,7,34079620,-117920305,7295,1,,,,1,101,261,WCR17500*,60374056,14542,3101,,96523,0,,,,1,,,1954,,,114020,316864,2016,202844,4039.31,,,60374056001011,-0.01017404995
13899691,,,,2,3,,,2,,,1187,1187,,,,,6059,,2,2,462,,,33402997,-117593968,4590,,,,,,122,261,,60590421.14,13693,1286,,96982,6,,,,,,,1964,1,,74596,568930,2016,494334,5706.56,,,60590421141014,0.001819434409
14629530,,,,3,3,,,3,,,1941,1941,,,,,6059,,3,2,0,,,33462960,-117667441,,,,,,,1,266,,60590422.01,,1286,,96956,0,,,,,,,2005,,,280443,650000,2016,369557,6593.84,,,60590422013008,-0.007937024557
12897272,1,,,2,3,,8,2,,,1772,1772,,,,,6037,,2,,,,2,34097638,-117757176,7981,,,,,,100,261,LVPR4.5D*,60374015,39308,3101,,96494,0,,,,1,,,1978,,,163098,230868,2016,67770,2839.78,,,60374015001000,0.02093502712
11186591,1,,,3,4,,7,3,,,2850,2850,,,,,6037,,3,,,,2,34623007,-118197696,5708,,,,,,100,261,PDSP*,60379102.1,40227,3101,,97329,0,,,,1,,,2003,,,243000,359000,2016,116000,5657.99,,,60379102101005,0.0189565551
14190036,13,,,3,5,,,3,,,2529,2529,,,,,6059,,3,2,652,,,33884952,-117795596,10974,,,,,,122,261,,60590218.16,21412,1286,,97078,9,,,,,,,1965,2,,160920,429601,2016,268681,5015.9,,,60590218161008,0.0736467237
11720533,,,,2,4,,6,2,,,1386,1386,,,,,6037,,2,,,,2,34018565,-118302756,5576,,,,,,100,261,LAR2,60372225,12447,3101,118208,95999,0,,,,1,,,1912,,,83634,306868,2016,223234,3837.99,,,60372225003003,-0.01724842279
13005421,1,,,3,3,,8,3,,,1741,1741,,,,,6037,,3,,,,2,34096086,-118040237,7231,,,,,,100,261,TCRI7200*,60374321.01,14111,3101,,96517,0,,,,1,,,1981,,,175242,267724,2016,92482,3676.25,,,60374321012000,-0.04996736678
12930344,,,,2,3,,6,2,,,1510,1510,,,,,6037,,2,,,,7,34079839,-117911589,8971,1,,,,1,101,261,WCR19450*,60374056.01,14542,3101,,96524,0,,,,1,,,1955,,,48851,79061,2016,30210,1226.87,,,60374056005005,0.01686486231
12607138,,,,2,3,,6,2,,,1550,1550,,,,,6037,,2,,,,7,33820306,-118344679,5300,,,,,,100,261,TORR-LO,60376511.02,54722,3101,416337,96163,0,,,,1,,,1954,,,42756,101755,2016,58999,1343.61,,,60376511022001,-0.008717308126
14331093,13,,,1.5,2,,,1.5,,,928,928,,,,,6059,,1,1,200,,,33739900,-117819000,900,,,,,,122,261,,60590755.07,27491,1286,,97016,5,,1,,,,,1983,2,,83246,190829,2016,107583,2427.14,,,60590755073002,-0.2291176459
14152848,,,,2,3,,,2,,,1097,1097,,,,,6059,1,2,2,472,,,33938897,-117921895,6080,,,,,,122,261,,60590014.03,18874,1286,,96186,5,,,,,,,1959,1,,61237,354799,2016,293562,4204.96,,,60590014032005,0.01924738544
11268818,1,,,5,5,,9,5,,,4227,4227,,,,,6037,,5,,,,2,34644528,-118185389,21236,,,,,,100,261,LRSRR*,60379102.02,5534,3101,,97319,0,,,,1,,,2006,,,403194,503991,2016,100797,7047.74,,,60379102021005,-0.07240029178
11187696,1,,,2,4,,8,2,,,1789,1789,,,,,6037,,2,,,,2,34594476,-118148263,8674,1,,,,1,101,261,LCRA7000*,60379102.08,40227,3101,,97329,0,,,,1,,,1971,,,99740,124632,2016,24892,2268.2,,,60379102082011,-0.01169750176
11634785,,,,2,2,,4,2,,,1160,,,1160,,,6037,,2,,,,,34083062,-118387737,3750,,,,,,200,246,WDR2*,60377005.01,48424,3101,762177,96050,0,,,,2,,,1928,,,287444,1095527,2016,808083,13726.28,Y,15,60377005013010,0.4267583772
11489185,,,,3,3,,7,3,,,1254,1254,,,,,6037,,3,,,,2,33875000,-118379000,22477,1,,,,1,010C,266,RBR2*,60376205.22,33612,3101,,96124,0,,,,1,,,1981,,,236505,572959,2016,336454,6805.61,,,60376205221002,-0.02460386558
13993394,,,,1,5,,,1,,,1448,1448,,,,,6059,,1,,,,,33828474,-117951657,22000,1,,,,1,122,261,,60590871.03,16764,1286,275496,97023,8,,,,,,,1922,2,,46631,461000,2016,414369,5505.3,,,60590871031004,-0.1302021612
12593607,,,,3,4,,8,3,,,1929,1929,,,,,6037,,3,,,,2,33838129,-118297663,55294,,,,,,010C,266,LCM2*,60375435.02,118878,3101,,96160,0,,,,1,,,2005,,,415000,562000,2016,147000,6919.1,,,60375435023003,0.091416942
12109634,1,,,2,2,,6,2,,,1109,1109,,,,,6037,,2,,,,2,34139600,-118141000,14570,,,,,,010C,266,PSR3,60374636.01,47019,3101,275405,96289,0,,,,1,,,1989,,,103177,187782,2016,84605,2332.25,Y,15,60374636012001,-0.07078927034
11209375,1,,,3,4,,8,3,,,1929,1929,,,,,6037,,3,,,,2,34568647,-118043673,9474,,,,,,100,261,PDA11*,60379107.13,40227,3101,,97330,0,,,,1,,,1989,,,118835,159152,2016,40317,2838.19,,,60379107132017,0.001931498659
14201690,,,,3,3,,,3,,,2856,2856,,,,,6059,,3,2,547,,,33878554,-117726884,10400,1,,,,1,122,261,,60590218.27,21412,1286,,97079,0,,,,,,,1987,,,284838,478602,2016,193764,5916.18,,,60590218272007,0.08176410138
13889453,,,,3,4,,,3,,,2105,2105,,,,,6059,1,3,2,419,,,33598168,-117888590,2450,,,,,,122,261,,60590628,53571,1286,,96979,8,,,,,,,1963,2,,81624,345135,2016,263511,4869.84,,,60590628001043,0.08949918769
12139583,1,,,4,3,,7,4,,,2317,2317,,,,,6037,,4,,,,2,34134910,-118024555,23448,,,,,,010C,266,ARR2*,60374308.01,50749,3101,,96267,0,,,,1,,,1999,,,308485,994111,2016,685626,11437.4,,,60374308014003,0.006980772019
17100040,,,,2,3,,,2,,1416,1416,1416,,,1416,,6111,1,2,2,437,,,34351937,-119085792,8911,,,,,,1111,261,,61110007.02,26965,2061,,97113,5,,,,,792,,1965,1,,154221,308442,2016,154221,3451.06,,,61110007022001,0.002201410598
12270555,,,,2,3,,6,2,,,1520,1520,,,,,6037,,2,,,,7,33898965,-118234360,5752,,,,,,100,261,COR1*,60375427,24174,3101,,96090,0,,,,1,,,1946,,,62353,98106,2016,35753,1948.52,,,60375427002008,-0.044747864
10983539,1,,,3,3,,6,3,,,2720,2720,,,,,6037,,3,,,,2,34284453,-118386522,7504,,,,,,100,261,LARS,60371041.03,12447,3101,268249,96368,0,,,,1,,,1967,,,239045,416092,2016,177047,5252.69,,,60371041032002,0.04302090271
14280762,,,,2,3,,,2,,,1369,1369,,,,,6059,,2,2,400,,,33643476,-117912228,7198,,,,,,122,261,,60590632.02,38032,1286,,96959,6,,,,,,,1954,1,,66903,831000,2016,764097,9302.18,,,60590632022003,0.03791739889
